ArrayOrder:	1,	 DatasetArray:	D1A11, 	5oclock shadow: yes (43%), age: 27 (60%), arched eyebrows: no (50%), attractive: no (19%), bags under eyes: no (10%), bald: no (99%), bangs: no (79%), beard: yes (3%), big lips: no (41%), big nose: no (14%), black hair: yes (59%), blond hair: no, blurry: no (79%), brown hair: no (62%), bushy eyebrows: yes (91%), chubby: no (54%), double chin: no (81%), expression: neutral (75%), gender: male (99%), glasses: no, goatee: no (43%), gray hair: no, heavy makeup: no (96%), high cheekbones: no (67%), mouth open: no, mustache: no (37%), narrow eyes: no (78%), oval face: yes (50%), pale skin: no (79%), pitch: -10.01, pointy nose: no (65%), race: white (98%), receding hairline: no (74%), rosy cheeks: no (98%), sideburns: no (55%), straight hair: yes (19%), wavy hair: no (79%), wearing earrings: no (74%), wearing hat: no (35%), wearing lipstick: no, wearing necklace: no, wearing necktie: no (3%), yaw: 1.06, young: yes (86%), chin size: extra large, color eyes: 563c2f (57%), color hair: 0e0502 (87%), color skin: 9b6140, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: far, eyes position: average, eyes shape: round, glasses rim: no, hair beard: none, hair color type: black (87%), hair forehead: yes, hair length: none, hair mustache: none, hair sides: very thin, hair top: short, head shape: extra rect, head width: extra narrow, mouth corners: average, mouth height: thin, mouth width: small, nose shape: extra straight, nose width: extra narrow, teeth visible: no,
ArrayOrder:	2,	 DatasetArray:	D5A9, 	5oclock shadow: yes (14%), age: 21 (60%), arched eyebrows: no (28%), attractive: no (95%), bags under eyes: no (12%), bald: no (35%), bangs: no, beard: yes (19%), big lips: no (19%), big nose: no (0%), black hair: yes (83%), blond hair: no, blurry: no (9%), brown hair: no (84%), bushy eyebrows: yes (1%), chubby: no (15%), double chin: no (51%), expression: neutral, gender: male (51%), glasses: no, goatee: no (4%), gray hair: no (98%), heavy makeup: no, high cheekbones: no (59%), mouth open: no (88%), mustache: no (10%), narrow eyes: no (76%), oval face: yes (23%), pale skin: no, pitch: -9.58, pointy nose: no (72%), race: white, receding hairline: yes (48%), rosy cheeks: no, sideburns: no (26%), straight hair: yes (10%), wavy hair: no (99%), wearing earrings: no (33%), wearing hat: no (82%), wearing lipstick: no, wearing necklace: no (66%), wearing necktie: no (31%), yaw: -5.08, young: yes (28%), chin size: large, color background: 2c3d3d (1%), color beard: 995d35 (81%), color clothes middle: fcf5ef (26%), color eyes: 3c2a20 (77%), color hair: 584429 (66%), color skin: e4a065, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: far, eyes position: low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: blond (66%), hair forehead: no, hair length: none, hair mustache: none, hair sides: thin, hair top: short, head shape: extra rect, head width: extra narrow, mouth corners: extra low, mouth height: extra thin, mouth width: extra small, nose shape: extra straight, nose width: narrow, teeth visible: no,
ArrayOrder:	3,	 DatasetArray:	D5A9, 	5oclock shadow: no, age: 28 (60%), arched eyebrows: yes (2%), attractive: no (83%), bags under eyes: no (86%), bald: no (43%), bangs: no (76%), beard: no, big lips: no (19%), big nose: no (54%), black hair: yes (91%), blond hair: no, blurry: no (0%), brown hair: no (64%), bushy eyebrows: no (70%), chubby: no (1%), double chin: no (43%), expression: neutral (98%), gender: female (76%), glasses: no, goatee: no, gray hair: no (80%), heavy makeup: no (41%), high cheekbones: no (54%), mouth open: no (6%), mustache: no (99%), narrow eyes: no (39%), oval face: yes (82%), pale skin: no (81%), pitch: -9.82, pointy nose: no, race: white, receding hairline: yes (55%), rosy cheeks: no, sideburns: no, straight hair: yes (21%), wavy hair: no (79%), wearing earrings: yes (40%), wearing hat: no (94%), wearing lipstick: no (10%), wearing necklace: no (28%), wearing necktie: no (72%), yaw: -3.53, young: yes (26%), chin size: extra large, color background: 2f4042 (0%), color clothes middle: 814b27 (1%), color eyes: 6b5e48 (34%), color hair: 493526 (81%), color skin: fbb35d, eyebrows corners: extra low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown light (81%), hair forehead: no, hair length: none, hair mustache: none, hair sides: average, hair top: short, head shape: extra rect, head width: narrow, mouth corners: extra low, mouth height: thick, mouth width: extra small, nose shape: extra straight, nose width: extra narrow, teeth visible: no,
ArrayOrder:	4,	 DatasetArray:	D5A9, 	5oclock shadow: no (84%), age: 30 (60%), arched eyebrows: yes (48%), attractive: no (29%), bags under eyes: no (74%), bald: no (41%), bangs: no, beard: no (78%), big lips: yes (1%), big nose: no (46%), black hair: yes (74%), blond hair: no, blurry: no (59%), brown hair: no (74%), bushy eyebrows: yes (22%), chubby: no (53%), double chin: no (84%), expression: neutral (97%), gender: female (64%), glasses: no, goatee: no (80%), gray hair: no (92%), heavy makeup: no (33%), high cheekbones: no (75%), mouth open: no, mustache: no (83%), narrow eyes: no (86%), oval face: yes (33%), pale skin: no (83%), pitch: -8.75, pointy nose: no (2%), race: white, receding hairline: yes (76%), rosy cheeks: no (79%), sideburns: no, straight hair: yes (45%), wavy hair: no, wearing earrings: yes (19%), wearing hat: no, wearing lipstick: no (7%), wearing necklace: no (30%), wearing necktie: no (64%), yaw: 2.35, young: yes (65%), chin size: extra small, color background: 304343 (0%), color beard: 9a5f38 (58%), color clothes middle: a9501d (2%), color eyes: 584330 (65%), color hair: 422a1b (68%), color skin: de773c, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: average, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: brown (68%), hair forehead: no, hair length: long, hair mustache: none, hair sides: thin, hair top: short, head shape: extra rect, head width: narrow, mouth corners: extra low, mouth height: thin, mouth width: extra small, nose shape: extra straight, nose width: average, teeth visible: no,
ArrayOrder:	5,	 DatasetArray:	D5A9, 	5oclock shadow: no (30%), age: 23 (60%), arched eyebrows: no (38%), attractive: no (64%), bags under eyes: no (5%), bald: no (83%), bangs: no, beard: no (76%), big lips: no (38%), big nose: no (17%), black hair: yes (47%), blond hair: no, blurry: no (28%), brown hair: no (32%), bushy eyebrows: yes (33%), chubby: no (40%), double chin: no (68%), expression: neutral (93%), gender: male (47%), glasses: no, goatee: no, gray hair: no, heavy makeup: no, high cheekbones: no (68%), mouth open: no (84%), mustache: no (89%), narrow eyes: no (20%), oval face: yes (8%), pale skin: no (64%), pitch: -10.69, pointy nose: no (80%), race: white, receding hairline: no (21%), rosy cheeks: no, sideburns: no, straight hair: yes (40%), wavy hair: no (91%), wearing earrings: no (46%), wearing hat: no (49%), wearing lipstick: no, wearing necklace: no (78%), wearing necktie: no (29%), yaw: -2.44, young: yes (52%), chin size: small, color background: 3f5858 (0%), color clothes middle: fdf5ed (23%), color eyes: 614423 (67%), color hair: 3a3222 (86%), color skin: eebc6f, eyebrows corners: extra low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: average, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (86%), hair forehead: yes, hair length: average, hair mustache: none, hair sides: thin, hair top: short, head shape: extra rect, head width: average, mouth corners: low, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: average, teeth visible: no,
ArrayOrder:	6,	 DatasetArray:	D5A9, 	5oclock shadow: no (27%), age: 29 (60%), arched eyebrows: no (18%), attractive: no (90%), bags under eyes: no (67%), bald: no (39%), bangs: no, beard: no (32%), big lips: no (11%), big nose: no (27%), black hair: yes (48%), blond hair: no, blurry: no (19%), brown hair: no (43%), bushy eyebrows: no (10%), chubby: no (30%), double chin: no (67%), expression: neutral, gender: male (8%), glasses: no, goatee: no (47%), gray hair: no, heavy makeup: no, high cheekbones: no (68%), mouth open: no (82%), mustache: no (51%), narrow eyes: no (92%), oval face: yes (31%), pale skin: no, pitch: -9.63, pointy nose: no (71%), race: white (88%), receding hairline: yes (50%), rosy cheeks: no (94%), sideburns: no (72%), straight hair: yes (46%), wavy hair: no, wearing earrings: no (6%), wearing hat: no (74%), wearing lipstick: no (82%), wearing necklace: no (46%), wearing necktie: no (56%), yaw: -1.88, young: yes (50%), chin size: large, color background: 3b4f52 (0%), color clothes middle: fdf8f5 (25%), color eyes: 5c3716 (38%), color hair: 483524 (88%), color skin: f18947, eyebrows corners: low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: raised, eyes distance: average, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown light (88%), hair forehead: no, hair length: none, hair mustache: none, hair sides: thin, hair top: very short, head shape: extra rect, head width: extra narrow, mouth corners: extra low, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: narrow, teeth visible: no,
ArrayOrder:	GT,	 DatasetArray:	D5A9, 	5oclock shadow: no (12%), age: 28 (60%), arched eyebrows: yes (5%), attractive: no (67%), bags under eyes: no (47%), bald: no (29%), bangs: no (92%), beard: no (21%), big lips: yes (30%), big nose: yes (27%), black hair: yes (90%), blond hair: no, blurry: no (84%), brown hair: no, bushy eyebrows: yes (39%), chubby: no (26%), double chin: no (52%), expression: neutral (92%), gender: male (31%), glasses: no, goatee: no (39%), gray hair: no (99%), heavy makeup: no (78%), high cheekbones: no (55%), mouth open: no (96%), mustache: no (39%), narrow eyes: no, oval face: yes (25%), pale skin: no (98%), pitch: -9.64, pointy nose: no (21%), race: white, receding hairline: yes (41%), rosy cheeks: no (62%), sideburns: no (73%), straight hair: yes (13%), wavy hair: no, wearing earrings: no (9%), wearing hat: no (47%), wearing lipstick: no (68%), wearing necklace: no (32%), wearing necktie: no (45%), yaw: -3.53, young: yes (51%), chin size: extra small, color background: 506f6f (0%), color clothes middle: 825444 (1%), color eyes: 8f655f (42%), color hair: 77564a (31%), color skin: f4a684, eyebrows corners: average, eyebrows position: average, eyebrows size: extra thin, eyes corners: low, eyes distance: average, eyes position: average, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown light (31%), hair forehead: no, hair length: long, hair mustache: none, hair sides: thin, hair top: average, head shape: average, head width: extra narrow, mouth corners: average, mouth height: thin, mouth width: extra small, nose shape: straight, nose width: extra wide, teeth visible: no,
ArrayOrder:	1,	 DatasetArray:	D5A10, 	5oclock shadow: no (61%), age: 32 (60%), arched eyebrows: no (23%), attractive: no (67%), bags under eyes: no (73%), bald: no (43%), bangs: no, beard: no (55%), big lips: no (60%), big nose: no (61%), black hair: yes (61%), blond hair: no (98%), blurry: yes (18%), brown hair: no (65%), bushy eyebrows: no (29%), chubby: no (40%), double chin: no (77%), expression: neutral (93%), gender: female (19%), glasses: no, goatee: no (68%), gray hair: no (95%), heavy makeup: no (94%), high cheekbones: no (62%), mouth open: no, mustache: no (73%), narrow eyes: no (68%), oval face: yes (59%), pale skin: no (97%), pitch: -9.05, pointy nose: no (63%), race: white (99%), receding hairline: yes (57%), rosy cheeks: no, sideburns: no (91%), straight hair: yes (26%), wavy hair: no, wearing earrings: no (19%), wearing hat: no, wearing lipstick: no (78%), wearing necklace: no (59%), wearing necktie: no (64%), yaw: -1, young: yes (48%), chin size: small, color background: f5fcfd (7%), color beard: ab6339 (71%), color clothes middle: ad5e31 (12%), color eyes: 693a1e (68%), color hair: 47301c (59%), color skin: ed9452, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: brown (59%), hair forehead: no, hair length: long, hair mustache: none, hair sides: average, hair top: short, head shape: rect, head width: extra narrow, mouth corners: extra low, mouth height: extra thin, mouth width: extra small, nose shape: extra straight, nose width: average, teeth visible: no,
ArrayOrder:	2,	 DatasetArray:	D5A10, 	5oclock shadow: no (3%), age: 24 (60%), arched eyebrows: no (42%), attractive: no, bags under eyes: no (43%), bald: no (56%), bangs: no, beard: yes (3%), big lips: no (18%), big nose: no (5%), black hair: yes (93%), blond hair: no, blurry: yes (15%), brown hair: no (73%), bushy eyebrows: yes (10%), chubby: yes (7%), double chin: no (45%), expression: neutral, gender: male (74%), glasses: no, goatee: no (24%), gray hair: no, heavy makeup: no, high cheekbones: no (68%), mouth open: no (68%), mustache: no (15%), narrow eyes: no (26%), oval face: yes (21%), pale skin: no, pitch: -10.05, pointy nose: no, race: white, receding hairline: no (1%), rosy cheeks: no, sideburns: no (48%), straight hair: yes (18%), wavy hair: no (97%), wearing earrings: no (45%), wearing hat: no (37%), wearing lipstick: no, wearing necklace: no (73%), wearing necktie: no (39%), yaw: 1.11, young: yes (33%), chin size: extra large, color background: 314144 (0%), color clothes middle: c96c36 (11%), color eyes: 5f3815 (70%), color hair: 372c1a (89%), color skin: f7ae5f, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: average, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (89%), hair forehead: no, hair length: very short, hair mustache: none, hair sides: average, hair top: very short, head shape: extra rect, head width: extra narrow, mouth corners: extra low, mouth height: extra thin, mouth width: extra small, nose shape: extra straight, nose width: extra narrow, teeth visible: no,
ArrayOrder:	3,	 DatasetArray:	D5A10, 	5oclock shadow: no (88%), age: 30 (60%), arched eyebrows: yes (10%), attractive: no (97%), bags under eyes: no (67%), bald: no (14%), bangs: no, beard: no (67%), big lips: no (0%), big nose: no (21%), black hair: yes (75%), blond hair: no, blurry: no (8%), brown hair: no (82%), bushy eyebrows: no (8%), chubby: no (0%), double chin: no (42%), expression: neutral (97%), gender: female (36%), glasses: no, goatee: no (70%), gray hair: no (82%), heavy makeup: no (77%), high cheekbones: no (51%), mouth open: no (68%), mustache: no (65%), narrow eyes: no (72%), oval face: yes (63%), pale skin: no (94%), pitch: -9.98, pointy nose: no, race: white, receding hairline: yes (79%), rosy cheeks: no, sideburns: no, straight hair: no (10%), wavy hair: no, wearing earrings: yes (34%), wearing hat: no (58%), wearing lipstick: no (59%), wearing necklace: no (38%), wearing necktie: no (71%), yaw: 0.28, young: yes (44%), chin size: extra large, color background: 6f9a94 (0%), color clothes middle: 846e60 (6%), color clothes sides: e3baa3 (0%), color eyes: 595a56 (75%), color hair: 39383d (98%), color skin: b68478, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: far, eyes position: average, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: black (98%), hair forehead: yes, hair length: long, hair mustache: none, hair sides: average, hair top: very short, head shape: extra rect, head width: average, mouth corners: extra low, mouth height: average, mouth width: small, nose shape: extra straight, nose width: extra narrow, teeth visible: yes,
ArrayOrder:	4,	 DatasetArray:	D5A10, 	5oclock shadow: no, age: 33 (60%), arched eyebrows: yes (32%), attractive: no, bags under eyes: no (55%), bald: no (31%), bangs: no, beard: no (95%), big lips: no (2%), big nose: no (22%), black hair: yes, blond hair: no, blurry: no (1%), brown hair: no, bushy eyebrows: no (6%), chubby: yes (17%), double chin: no (30%), expression: neutral (93%), gender: female (76%), glasses: no, goatee: no (91%), gray hair: no (77%), heavy makeup: no (36%), high cheekbones: no (26%), mouth open: no (81%), mustache: no (81%), narrow eyes: no (39%), oval face: yes (47%), pale skin: no, pitch: -9.76, pointy nose: no (79%), race: white, receding hairline: yes (94%), rosy cheeks: no (72%), sideburns: no, straight hair: yes (11%), wavy hair: no (84%), wearing earrings: yes (61%), wearing hat: no, wearing lipstick: no (17%), wearing necklace: no (8%), wearing necktie: no (76%), yaw: -0.21, young: yes (24%), chin size: extra large, color background: 7eafa8 (0%), color clothes middle: 5a3017 (1%), color eyes: 4e2e19 (53%), color hair: 271d15 (94%), color skin: d6703c, eyebrows corners: low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: average, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (94%), hair forehead: no, hair length: long, hair mustache: none, hair sides: thin, hair top: short, head shape: extra rect, head width: average, mouth corners: extra low, mouth height: thin, mouth width: extra small, nose shape: straight, nose width: narrow, teeth visible: no,
ArrayOrder:	5,	 DatasetArray:	D5A10, 	5oclock shadow: no (63%), age: 19 (60%), arched eyebrows: yes (32%), attractive: no (36%), bags under eyes: no (91%), bald: no (67%), bangs: no (92%), beard: no (37%), big lips: no (3%), big nose: no (46%), black hair: yes, blond hair: no, blurry: no (61%), brown hair: no (89%), bushy eyebrows: yes (80%), chubby: no (50%), double chin: no (99%), expression: neutral, gender: female (42%), glasses: no, goatee: no (34%), gray hair: no, heavy makeup: no (22%), high cheekbones: no (72%), mouth open: no (97%), mustache: no (41%), narrow eyes: no (60%), oval face: yes (48%), pale skin: no (88%), pitch: -9.56, pointy nose: no (45%), race: white, receding hairline: yes (4%), rosy cheeks: no (91%), sideburns: no (58%), straight hair: yes (39%), wavy hair: no (98%), wearing earrings: yes (18%), wearing hat: no (81%), wearing lipstick: no (10%), wearing necklace: no (38%), wearing necktie: no (86%), yaw: 4.21, young: yes (96%), chin size: extra large, color background: 394d50 (0%), color clothes middle: b2714b (12%), color eyes: 442912 (55%), color hair: 291e16 (93%), color skin: ed9150, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (93%), hair forehead: no, hair length: very long, hair mustache: none, hair sides: average, hair top: short, head shape: extra rect, head width: average, mouth corners: extra low, mouth height: extra thin, mouth width: extra small, nose shape: straight, nose width: narrow, teeth visible: no,
ArrayOrder:	GT,	 DatasetArray:	D5A10, 	5oclock shadow: no (80%), age: 26 (60%), arched eyebrows: no (18%), attractive: no (91%), bags under eyes: yes (9%), bald: no (36%), bangs: no (95%), beard: no (63%), big lips: no (14%), big nose: no (1%), black hair: yes (58%), blond hair: no (97%), blurry: yes (27%), brown hair: no (64%), bushy eyebrows: no (86%), chubby: no (4%), double chin: no (32%), expression: neutral (75%), gender: female (34%), glasses: no, goatee: no (77%), gray hair: no (69%), heavy makeup: no (98%), high cheekbones: no (17%), mouth open: no (93%), mustache: no (77%), narrow eyes: no (29%), oval face: yes (17%), pale skin: no, pitch: -8.76, pointy nose: no (76%), race: white, receding hairline: yes (65%), rosy cheeks: no (97%), sideburns: no (97%), straight hair: no (15%), wavy hair: no (60%), wearing earrings: yes (4%), wearing hat: no (83%), wearing lipstick: no (70%), wearing necklace: no (30%), wearing necktie: no (68%), yaw: 6.12, young: yes (2%), chin size: extra small, color background: 486464 (0%), color eyes: 482415 (63%), color hair: 432f23 (51%), color skin: e7a16f, eyebrows corners: low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (51%), hair forehead: no, hair length: long, hair mustache: none, hair sides: average, hair top: short, head shape: rect, head width: narrow, mouth corners: low, mouth height: thin, mouth width: extra small, nose shape: extra straight, nose width: average, teeth visible: no,
ArrayOrder:	IT,	 DatasetArray:	D5A10, 	5oclock shadow: no, age: 28 (60%), arched eyebrows: no (35%), attractive: no (90%), bags under eyes: no (57%), bald: no (64%), bangs: no, beard: no (93%), big lips: no (50%), big nose: no (67%), black hair: yes (55%), blond hair: no (87%), blurry: yes (68%), brown hair: no (42%), bushy eyebrows: no (78%), chubby: no (28%), double chin: no (69%), expression: neutral (84%), gender: female (65%), glasses: no, goatee: no, gray hair: no (87%), heavy makeup: no (95%), high cheekbones: no (49%), mouth open: no (85%), mustache: no (96%), narrow eyes: yes (17%), oval face: yes (30%), pale skin: no (82%), pitch: -9.96, pointy nose: no (94%), race: white, receding hairline: yes (33%), rosy cheeks: no, sideburns: no, straight hair: yes (38%), wavy hair: no (90%), wearing earrings: no (1%), wearing hat: no (88%), wearing lipstick: no (68%), wearing necklace: no (38%), wearing necktie: no (85%), yaw: -6.55, young: yes (31%), chin size: large, color background: f7feff (10%), color beard: ac7e49 (70%), color clothes middle: fef7f1 (38%), color eyes: 654e33 (73%), color hair: 392e1b (94%), color skin: eeab60, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: extra far, eyes position: low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: brown (94%), hair forehead: no, hair length: long, hair mustache: none, hair sides: thin, hair top: short, head shape: extra rect, head width: extra narrow, mouth corners: extra low, mouth height: thin, mouth width: extra small, nose shape: extra straight, nose width: average, teeth visible: no,
ArrayOrder:	1,	 DatasetArray:	D5A11, 	5oclock shadow: no, age: 24 (60%), arched eyebrows: yes (0%), attractive: no (24%), bags under eyes: no (80%), bald: no (58%), bangs: no (82%), beard: no, big lips: no (21%), big nose: no (73%), black hair: yes (27%), blond hair: no (91%), blurry: no (15%), brown hair: no (13%), bushy eyebrows: no, chubby: no (56%), double chin: no (67%), expression: neutral (84%), gender: female (86%), glasses: no, goatee: no, gray hair: no (74%), heavy makeup: no (41%), high cheekbones: no (87%), mouth open: yes (49%), mustache: no, narrow eyes: no (16%), oval face: yes (21%), pale skin: yes (37%), pitch: -10.25, pointy nose: no (71%), race: white, receding hairline: yes (16%), rosy cheeks: no, sideburns: no, straight hair: yes (47%), wavy hair: no (61%), wearing earrings: no (18%), wearing hat: no (99%), wearing lipstick: yes (8%), wearing necklace: no (36%), wearing necktie: no (63%), yaw: -4.41, young: yes (32%), chin size: extra small, color background: 324245 (0%), color clothes middle: cf805e (1%), color eyes: 361510 (33%), color hair: 4e3321 (93%), color skin: f7cdad, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: extra low, eyes shape: round, glasses rim: no, hair beard: none, hair color type: brown light (93%), hair forehead: no, hair length: very long, hair mustache: none, hair sides: average, hair top: very short, head shape: extra rect, head width: extra narrow, mouth corners: low, mouth height: average, mouth width: extra small, nose shape: straight, nose width: wide, teeth visible: yes,
ArrayOrder:	2,	 DatasetArray:	D5A11, 	5oclock shadow: no (99%), age: 22 (60%), arched eyebrows: yes, attractive: yes (14%), bags under eyes: no (54%), bald: no (51%), bangs: no (84%), beard: no (78%), big lips: yes (64%), big nose: yes (9%), black hair: yes (91%), blond hair: no, blurry: no, brown hair: no (92%), bushy eyebrows: yes (80%), chubby: no (37%), double chin: no (75%), expression: neutral (96%), gender: female (78%), glasses: no, goatee: no (61%), gray hair: no (99%), heavy makeup: yes (66%), high cheekbones: no (67%), mouth open: no (99%), mustache: no (62%), narrow eyes: no (81%), oval face: yes (31%), pale skin: no (16%), pitch: -9.43, pointy nose: no (33%), race: white (96%), receding hairline: yes (32%), rosy cheeks: no (71%), sideburns: no (86%), straight hair: yes (29%), wavy hair: no (69%), wearing earrings: yes (39%), wearing hat: no (85%), wearing lipstick: yes (70%), wearing necklace: no (2%), wearing necktie: no (73%), yaw: -1.15, young: yes (99%), chin size: extra small, color eyes: 9d6a6a (19%), color hair: 5b433e (67%), color skin: f9c49c, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: extra far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown light (67%), hair forehead: no, hair length: none, hair mustache: none, hair sides: thin, hair top: short, head shape: average, head width: extra wide, mouth corners: average, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: extra wide, teeth visible: no,
ArrayOrder:	3,	 DatasetArray:	D5A11, 	5oclock shadow: no (61%), age: 34 (60%), arched eyebrows: yes (3%), attractive: no (85%), bags under eyes: no (77%), bald: no (42%), bangs: no, beard: no (55%), big lips: yes (1%), big nose: no (35%), black hair: yes (74%), blond hair: no, blurry: no (2%), brown hair: no (71%), bushy eyebrows: no (6%), chubby: no (40%), double chin: no (79%), expression: neutral (95%), gender: female (45%), glasses: no, goatee: no (59%), gray hair: no, heavy makeup: no (77%), high cheekbones: no (55%), mouth open: no (88%), mustache: no (62%), narrow eyes: no (93%), oval face: yes (28%), pale skin: no, pitch: -9.5, pointy nose: no (47%), race: white, receding hairline: yes (76%), rosy cheeks: no (93%), sideburns: no (88%), straight hair: yes (3%), wavy hair: no (92%), wearing earrings: yes (22%), wearing hat: no (79%), wearing lipstick: no (53%), wearing necklace: no (23%), wearing necktie: no (92%), yaw: -7.81, young: yes (63%), chin size: extra small, color background: f6fdfe (6%), color clothes middle: 8e5841 (4%), color eyes: 54362d (58%), color hair: 3d2f28 (62%), color skin: e4886c, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: extra far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (62%), hair forehead: no, hair length: long, hair mustache: none, hair sides: thin, hair top: short, head shape: rect, head width: wide, mouth corners: extra low, mouth height: thin, mouth width: extra small, nose shape: extra straight, nose width: average, teeth visible: no,
ArrayOrder:	4,	 DatasetArray:	D5A11, 	5oclock shadow: no (88%), age: 37 (60%), arched eyebrows: no (89%), attractive: no (73%), bags under eyes: yes (11%), bald: no (68%), bangs: no (98%), beard: no, big lips: no (65%), big nose: no (44%), black hair: no (54%), blond hair: no (94%), blurry: yes (18%), brown hair: yes (66%), bushy eyebrows: no (45%), chubby: no (36%), double chin: no (66%), expression: neutral (99%), gender: male (0%), glasses: no, goatee: no, gray hair: no (57%), heavy makeup: no, high cheekbones: no (56%), mouth open: no (98%), mustache: no, narrow eyes: no (25%), oval face: yes (27%), pale skin: no (61%), pitch: -9.48, pointy nose: no (91%), race: white, receding hairline: no (10%), rosy cheeks: no, sideburns: no, straight hair: no (7%), wavy hair: no (20%), wearing earrings: no (59%), wearing hat: no, wearing lipstick: no (89%), wearing necklace: no (74%), wearing necktie: no (48%), yaw: 3.63, young: yes (15%), chin size: extra small, color background: 324646 (0%), color clothes middle: 723e1c (14%), color eyes: 674124 (61%), color hair: 6c431f (61%), color skin: f1c38e, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: average, eyes position: average, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown light (61%), hair forehead: no, hair length: short, hair mustache: none, hair sides: thin, hair top: short, head shape: heart, head width: average, mouth corners: low, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: extra wide, teeth visible: no,
ArrayOrder:	5,	 DatasetArray:	D5A11, 	5oclock shadow: no (86%), age: 24 (60%), arched eyebrows: yes (10%), attractive: no, bags under eyes: no (27%), bald: no (16%), bangs: no, beard: no (54%), big lips: yes (23%), big nose: yes (16%), black hair: yes, blond hair: no, blurry: yes (20%), brown hair: no, bushy eyebrows: no (40%), chubby: yes (33%), double chin: no (13%), expression: neutral (84%), gender: female (34%), glasses: no, goatee: no (61%), gray hair: no (83%), heavy makeup: no (79%), high cheekbones: no (20%), mouth open: no (74%), mustache: no (49%), narrow eyes: no (21%), oval face: yes (15%), pale skin: no, pitch: -9.35, pointy nose: no, race: hispanic (93%), receding hairline: yes (88%), rosy cheeks: no, sideburns: no (92%), straight hair: no (33%), wavy hair: no (80%), wearing earrings: yes (40%), wearing hat: no (43%), wearing lipstick: no (59%), wearing necklace: no (19%), wearing necktie: no (74%), yaw: -7.77, young: yes (12%), chin size: small, color clothes middle: faf0ea (14%), color eyes: 412512 (57%), color hair: 1d1911 (84%), color skin: ea9456, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: far, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: black (84%), hair forehead: no, hair length: average, hair mustache: none, hair sides: thin, hair top: very short, head shape: extra rect, head width: average, mouth corners: extra low, mouth height: extra thin, mouth width: extra small, nose shape: extra straight, nose width: extra narrow, teeth visible: no,
