,,,5oclock shadow,,age,,arched eyebrows,,attractive,,bags under eyes,,bald,,bangs,,beard,,big lips,,big nose,,black hair,,blond hair,,blurry,,brown hair ,,bushy eyebrows,,chubby,,double chin,,expression,,gender ,,glasses ,,goatee,,gray hair ,,heavy makeup,,high cheekbones,,mouth open,,mustache,,narrow eyes,,oval face,,pale skin,,pitch,pointy nose,,race,receding hairline,,rosy cheeks,,sideburns,,straight hair,,wavy hair,,wearing earrings,,wearing hat,,wearing lipstick ,,wearing necklace,,wearing necktie,,yaw,young,,chin size,color beard ,,color background ,,color clothes middle,,color clothes sides,,color eyes,,color hair,,color mustache ,,color skin,,eyebrows corners,eyebrows position ,eyebrows size,eyes corners,eyes distance ,eyes position ,eyes shape,glasses rim,hair beard,hair color type,,hair forehead,hair length,hair mustache,hair sides,hair top,head shape,head width ,mouth corners,mouth height,mouth width,nose shape,nose width,teeth visible 
8,1,D1A2,0,96,16,60,1,26,1,64,0,999,0,48,0,999,0,88,0,36,0,999,0,73,1,33,0,999,0,2,0,82,0,92,0,999,smile ,9,female,91,0,999,0,84,0,71,1,78,0,5,1,999,0,89,0,999,1,999,0,24,-9.5,1,16,white ,1,7,1,13,0,78,1,999,0,999,0,9,0,999,1,95,0,18,0,67,5,1,80,extra small ,999,999,999,999,796244,16,87714c,1,48322d,57,654a33,75,999,999,c98e6c,999,low,low,extra thin ,average,average,average,extra round ,0,none ,brown light,75,0,very long ,none,average,short,average,average,extra raised ,extra thick ,small ,extra straight,extra wide ,1
9,2,D1A2,0,95,19,60,0,4,1,7,0,999,0,42,0,999,0,98,0,29,0,80,0,65,0,42,0,69,1,53,0,999,0,78,0,84,smile ,4,female,999,0,999,0,96,0,77,1,21,1,6,1,999,0,999,0,999,1,86,0,69,-9.23,0,28,white ,1,65,0,23,0,999,1,50,0,999,1,51,0,999,1,54,0,5,0,90,0.95,1,59,extra small ,999,999,999,999,7a5c29,10,79633c,1,372e1d,49,49351a,63,999,999,bf8a66,999,average ,extra low ,extra thin ,average,average,average,extra round ,0,none ,blond ,63,0,very long ,none,average,short,rect,wide,extra raised ,extra thick,average,extra straight,average,0
10,3,D1A2,0,93,17,60,1,25,1,999,0,999,0,73,0,31,0,92,0,52,0,999,0,71,1,25,0,999,0,3,0,25,0,999,0,999,smile ,99,female ,94,0,999,0,80,0,92,1,80,1,57,1,76,0,94,0,999,1,999,0,4,-9.33,0,6,white ,0,59,1,25,0,86,1,999,0,999,1,7,0,999,1,89,0,22,0,68,-2.51,1,999,extra small ,999,999,999,999,734f37 ,9,999,999,3e302a,54,6a482d,70,999,999,c68c6a,999,average ,extra low ,extra thin ,average,far,extra low ,extra round ,0,none ,brown light ,70,0,very long ,none,average,short,heart,average,extra raised ,thick,wide,extra straight,extra wode,0
11,4,D1A2,0,999,36,60,0,32,0,27,0,56,0,47,0,999,0,999,0,30,0,28,0,43,0,73,0,52,1,68,0,75,0,30,0,64,smile ,23,female ,999,0,999,0,999,0,92,0,26,1,32,0,67,0,999,0,999,1,999,0,70,-9.24,0,999,white ,1,11,0,72,0,999,1,76,0,94,0,24,0,96,1,25,0,6,0,88,1.95,1,69,extra small ,999,999,999,999,694720,13,6d542a,2,3b291c,61,563a1f,68,999,999,a36b4b ,999,average ,extra low ,extra thin ,average,extra far,low,extra round ,0,none ,blond ,68,0,very long ,none ,average,short,extra rect,narrow,average,thin,small ,extra straight,average,0
12,5,D1A2,0,90,23,60,1,8,1,61,0,66,0,58,0,67,0,87,0,40,0,73,0,71,0,21,0,999,1,38,0,69,0,91,0,999,smile ,91,female ,97,0,999,0,78,0,90,1,60,1,78,1,89,0,93,0,85,1,999,0,64,-10.25,0,22,white ,0,18,1,13,0,81,1,999,0,999,0,14,0,999,1,89,0,13,0,74,-0.4,1,88,extra large,999,999,999,999,5e432f,8,999,999,2d2018,59,624e33,62,999,999,ab7150,999,low,extra low ,extra thin ,average,average,extra low ,extra round ,0,none ,blond ,62,0,long,none ,average,short,heart,narrow,extra raised ,extra thick ,extra wide,extra straight,wide,1
13,6,D1A2,0,94,23,60,1,18,1,62,0,999,0,65,0,67,0,87,0,21,0,89,0,77,1,88,0,999,0,67,0,62,0,999,0,999,smile ,2,female ,94,0,999,0,75,0,60,1,50,0,31,1,97,0,84,0,999,1,999,1,13,-9.47,0,16,white ,0,22,0,33,0,76,1,89,0,80,0,18,0,999,1,79,0,10,0,77,-0.38,1,97,extra small ,999,999,999,999,7c6743,6,78623c,1,331c14,50,775c38,68,999,999,af7653,999,raised,extra low ,extra thin ,average,far,average,extra round ,0,none ,blond ,68,0,very long ,none ,average,short,heart,wide,extra raised ,extra thick ,average,extra straight,extra wide ,1
14,GT,D1A2,0,95,15,60,1,11,1,97,0,999,0,76,0,97,0,93,0,22,0,999,0,91,1,999,0,999,0,70,0,71,0,999,0,999,neutral,85,female ,92,0,999,0,87,0,72,1,70,0,56,0,89,0,94,0,999,1,85,1,29,-8.85,1,22,white ,0,32,0,31,0,89,1,84,0,62,0,51,0,999,1,89,0,22,0,66,0.42,1,999,extra small ,999,999,999,999,8f683b,7,999,999,302217,52,7e5e3e,54,999,999,bf8c6f,999,low,extra low ,extra thin ,average,extra far,low,extra round ,0,none ,blond ,54,0,none,none ,thin,short,average,average,raised,average,extra small,extra straight,extra wide ,1
15,1,D1A3,0,90,19,60,0,92,0,79,0,72,0,78,1,20,0,999,0,78,0,7,0,80,0,999,1,13,1,999,0,53,1,13,0,1,smile ,19,male,19,1,999,0,999,0,42,0,74,1,9,0,98,0,91,0,78,1,66,0,66,-8.51,0,91,white ,0,85,0,65,0,999,0,50,1,46,0,59,0,74,0,54,0,36,0,41,0.5,0,47,large,999,999,999,999,c3ad8d,6,f2f9fa,1,6f594a,71,2f1708,95,999,999,b48260,999,average ,low,extra thin ,average,average,average,extra round ,0,none ,brown ,95,1,very long ,none ,thick,short,rect,extra narrow,raised,extra thin,average,extra straight,extra wide ,0
16,2,D1A3,0,15,25,60,0,41,0,27,0,77,0,82,0,999,0,38,0,53,0,2,0,999,0,78,0,31,1,87,1,16,0,35,0,11,smile ,32,male,54,1,999,0,78,0,43,0,86,0,41,1,999,0,60,0,42,1,19,0,54,-9.01,0,5,white ,0,38,0,64,0,77,0,999,1,96,0,43,0,91,0,72,0,50,0,28,-1.16,0,7,extra large,999,999,999,999,f5fcfd,5,f7feff,1,999,999,41271b,82,999,999,c27668,999,low,extra low ,extra thin ,average,close,average,extra round ,0,none ,brown ,82,1,average,none ,average,short,extra heart,extra narrow,extra raised ,average,extra small,straight,extra wide ,1
17,3,D1A3,1,50,29,60,0,53,1,28,1,45,0,87,0,73,1,17,0,31,1,32,0,42,0,95,0,95,1,73,1,47,0,67,0,52,smile ,999,male ,80,0,999,0,344,0,999,0,999,1,55,1,999,0,36,0,32,1,40,0,70,-10.31,0,45,white ,0,64,0,83,0,31,1,49,0,46,0,999,0,999,0,92,0,81,0,10,-0.94,1,70,large,999,999,999,999,1d120e,6,999,999,4b3124,60,322015,88,999,999,ae7a5b,999,kow,high,extra thin ,average,average,high,average,0,none ,brown ,88,0,very long ,none ,average,short,heart,extra narrow,extra rasied ,extra thick ,wide,extra straight,extra wide ,1
18,4,D1A3,0,89,22,60,0,91,1,16,0,81,0,94,1,88,0,98,0,67,0,79,0,93,0,999,0,84,1,999,0,3,0,73,0,999,neutral,82,female ,10,0,999,0,999,0,89,0,59,0,73,0,91,0,98,0,999,1,999,0,19,-9.44,0,60,white ,0,999,0,86,0,96,0,7,1,2,0,63,0,91,0,27,0,65,0,60,2.65,1,70,extra large,999,999,999,999,ebe1d5,2,999,999,2f2019,66,2b1405,99,999,999,a77557,999,average ,extra low ,extra thin,average,average,low,extra round ,0,none ,brown ,99,1,long,none ,average,short,extra rect,narrow,low,thin,small ,extra straight,narrow,0
19,5,D1A3,0,55,14,60,0,999,0,23,0,77,0,999,1,80,0,82,0,53,0,42,0,47,0,999,0,26,1,73,1,10,0,72,0,91,neutral ,51,male ,72,0,999,0,999,0,999,0,99,0,81,1,97,0,86,0,49,1,40,0,4,-8.46,0,70,white ,0,999,0,999,0,999,0,65,1,65,0,999,0,51,0,93,0,65,0,50,3.04,1,75,average,999,999,999,999,cfb199,14,999,999,39251b,58,180803,92,999,999,a47657,999,average ,extra low ,extra thin ,average,average,average,extra round ,0,none ,black,92,1,long,none ,average,short,average,narrow,average,thck,extra small,extra straight,wide ,1
20,6,D1A3,1,62,32,60,0,64,1,3,0,14,0,999,1,70,1,33,0,39,1,3,0,58,0,999,0,999,1,70,1,999,0,82,0,999,neutral,96,male,999,0,999,0,11,0,999,0,999,0,88,0,92,0,9,0,57,1,28,0,48,-9.82,0,16,white ,0,999,0,77,0,4,0,51,1,55,0,85,0,71,0,999,0,87,0,11,-6.43,1,79,extra small ,999,999,999,999,fdfef6,23,999,999,63443b,53,382117,90,999,999,bf6d58,999,low,extra low,extra thin ,extra low,average,extra low ,round,0,none ,brown,90,1,average,none ,average,short,rect,average,extra low,average,extra small,extra straight,extra wide,0
21,GT,D1A3,1,78,24,60,0,57,1,21,0,52,0,999,0,27,1,61,0,60,0,22,0,96,0,89,0,89,1,999,1,78,0,83,0,93,neutral ,71,male,999,0,999,1,12,0,999,0,999,0,95,0,65,1,4,0,88,1,49,0,62,-9.41,0,14,white ,0,999,0,80,80,17,0,84,1,76,0,82,0,77,0,999,0,86,0,18,0.97,1,68,extra small,999,999,999,999,fcfdf5 ,27,999,999,4d2e26,46,4a3324,89,999,999,ce8f6b,999,average,average,extra thin ,low,average,average,extra round ,0,none ,brown light ,89,1,short,none ,thin,short,extra rect,average,average,average,extra small,extra straight,narrow,0
22,1,D1A4,1,4,38,60,0,30,0,73,1,54,1,33,0,999,1,27,1,16,1,70,1,64,0,999,0,60,0,999,1,53,1,62,1,38,smile ,63,male,94,0,999,1,3,0,52,0,999,1,78,0,92,1,12,0,46,1,77,0,999,-9.63,0,96,white,1,75,0,90,0,27,0,28,0,999,0,42,0,47,0,999,0,92,1,29,4.53,1,5,small,634a3c,91,999,999,6c4935,15,999,999,352a29,94,463731,43,5f342a,82,a16454,999,low,extra low ,extra thin ,average,close,high,extra round ,0,thick,brown,43,0,none,thick,very thin,very short,extra rect,extra narrow,average,thin,small ,extra straight ,extra wide ,0
23,2,D1A4,0,24,38,60,0,97,0,61,0,1,0,59,0,999,0,60,0,73,0,17,1,80,0,98,0,27,0,79,0,8,1,4,0,34,neutral ,93,male,89,0,999,0,97,0,68,0,86,0,61,0,83,0,64,0,48,1,40,0,77,-10.29,0,999,white ,0,18,0,999,0,999,1,89,0,999,0,87,0,82,0,93,0,999,1,43,-2.15,1,13,extra large,999,999,999,999,fdfef6,27,999,999,45352c,89,352a21,92,999,999,a1694c,999,low,low,extra thin ,extra low,close,average,round,0,none ,brown,92,0,none,none ,very thin,short,extra rect,narrow,extra low,extra thin,small ,extra straight,wide ,0
24,3,D1A4,1,24,38,60,0,99,0,72,1,11,0,20,0,94,0,9,0,58,0,7,0,62,0,85,0,69,1,6,0,41,0,21,0,48,neutral ,999,male,99,0,999,0,55,0,36,0,999,0,74,0,80,0,46,0,999,1,38,0,69,-10.35,0,85,white ,1,19,0,98,0,63,1,25,0,999,0,71,0,79,0,999,0,999,1,17,-1.85,1,4,extra large,999,999,999,999,fef7f1,40,999,999,362820,80,54483a,68,999,999,9b6749,999,average ,extra high,extra thin ,low,average,extra high,extra round ,0,none ,blond ,68,0,none,none ,very thin,short,extra rect ,extra narrow,extra low,average,extra small,extra straight,extra wide ,0
25,4,D1A4,1,15,43,60,0,58,0,74,0,4,0,11,0,89,1,22,0,12,1,27,1,86,0,999,0,55,0,999,1,4,1,16,0,18,neutral ,80,male,999,0,999,0,16,0,68,0,92,0,53,0,83,0,2,0,999,1,54,0,80,-8.99,0,92,white ,1,35,0,97,0,38,1,21,0,999,0,68,0,76,0,95,0,96,1,26,5.54,1,7,extra large,999,999,999,999,592e1e,5,999,999,523f35,91,392925,60,999,999,996447,999,average ,extra high,extra thin,average,average,extra high,average,0,none ,brown ,60,0,none,none ,very thin,short,rect,extra narrow,average,average,small ,extra straight,wide ,0
26,5,D1A4,1,59,28,60,0,46,0,9,1,72,0,43,0,95,1,74,0,5,1,70,1,999,0,999,0,69,0,999,1,40,1,18,1,21,smile ,999,male ,94,0,999,1,36,0,78,0,93,1,69,0,26,1,41,0,0,1,28,0,91,-8.72,0,53,white ,0,10,0,82,1,29,1,18,0,73,0,82,0,83,0,93,0,91,1,39,-9.79,0,3,extra small ,7a5644,63,999,999,999,999,999,999,62433b,57,594133,22,999,999,ba6d4d,999,average ,high,extra thin ,average,extra far,extra low ,average,0,thick,brown light ,22,0,none,none ,very thin,short,heart,narrow,extra raised ,average,small ,extra straight,extra wide ,0
27,6,D1A4,0,14,44,60,0,45,0,86,1,27,1,2,0,999,0,15,0,26,1,37,1,71,0,999,0,61,0,999,1,85,1,58,1,21,neutral ,52,male,999,0,999,0,46,0,42,0,93,0,23,0,999,0,8,0,29,1,49,0,89,-9.41,0,999,white ,1,23,0,999,0,69,1,30,0,999,0,69,0,46,0,999,0,999,0,61,2.59,0,7,extra large,999,999,999,999,fefbf6,29,999,999,48362f,94,33322e,95,999,999,96594d,999,low,average,extra thin ,extra low,average,high,thin,0,none ,black,95,0,none,none ,very thin,very short,extra rect ,average,extra low,extra thin,small ,extra straight,extra narrow,0
"5oclock shadow: yes (38%), age: 44 (60%), arched eyebrows: no (69%), attractive: no (77%), bags under eyes: yes (0%), bald: no (3%), bangs: no, beard: yes (33%), big lips: no (77%), big nose: yes (9%), black hair: yes (50%), blond hair: no, blurry: no (43%), brown hair: no (92%), bushy eyebrows: no (0%), chubby: yes (28%), double chin: yes (10%), expression: neutral (85%), gender: male, glasses: no, goatee: no (7%), gray hair: no (23%), heavy makeup: no (94%), high cheekbones: no (74%), mouth open: no (98%), mustache: yes (13%), narrow eyes: no (61%), oval face: yes (20%), pale skin: no, pitch: -8.99, pointy nose: no (23%), race: white, receding hairline: yes (34%), rosy cheeks: no (81%), sideburns: no (13%), straight hair: yes (41%), wavy hair: no, wearing earrings: no (92%), wearing hat: no, wearing lipstick: no (99%), wearing necklace: no, wearing necktie: yes (80%), yaw: 3.59, young: no (58%), chin size: extra small, color eyes: 623734 (93%), color hair: 44291f (94%), color skin: 9a604e, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: close, eyes position: average, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (94%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: short, head shape: extra rect, head width: average, mouth corners: average, mouth height: thin, mouth width: extra small, nose shape: extra straight, nose width: extra wide, teeth visible: no,",GT,D1A4,1,38,44,60,0,69,0,77,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5oclock shadow: no (68%), age: 25 (60%), arched eyebrows: yes (7%), attractive: no (71%), bags under eyes: yes (6%), bald: no (6%), bangs: no, beard: no (46%), big lips: yes (59%), big nose: yes (61%), black hair: yes (96%), blond hair: no, blurry: no (41%), brown hair: no (90%), bushy eyebrows: no (4%), chubby: yes (26%), double chin: yes (2%), expression: smile (99%), gender: female (43%), glasses: no, goatee: no (49%), gray hair: no (95%), heavy makeup: no (63%), high cheekbones: yes, mouth open: yes, mustache: no (54%), narrow eyes: no (93%), oval face: yes (99%), pale skin: no, pitch: -9.45, pointy nose: no, race: black (75%), receding hairline: yes (89%), rosy cheeks: no (72%), sideburns: no (90%), straight hair: no (21%), wavy hair: no (75%), wearing earrings: yes (33%), wearing hat: no (59%), wearing lipstick: no (30%), wearing necklace: no (5%), wearing necktie: no (77%), yaw: -2.81, young: yes (71%), chin size: extra large, color clothes middle: 141215 (18%), color clothes sides: 131315 (2%), color eyes: 302b2c (85%), color hair: 151517 (73%), color skin: 603e2e, eyebrows corners: low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: extra low, eyes shape: round, glasses rim: no, hair beard: none, hair color type: black (73%), hair forehead: no, hair length: very long, hair mustache: none, hair sides: average, hair top: short, head shape: extra rect, head width: extra narrow, mouth corners: raised, mouth height: extra thick, mouth width: wide, nose shape: extra straight, nose width: narrow, teeth visible: yes,",1,D1A5,0,68,25,60,1,7,0,71,1,6,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
